covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
accuracy,0.30417745771136667,1.3555095803754649,0.13119398051201134,0.047041980919374726,0.5613129345033586,1.0481660111288305,1.7529725281884116,0.0,2.3185321195702113,0.02042041942359709,5.613843691133481
model.trainer.batch_size,2.7572667865538965e-05,1.000027573047995,9.00801327672613e-06,9.91728627089711e-06,4.522804946018082e-05,1.0000099173354473,1.000045229072264,0.0,3.0609044434668027,0.002206695077498265,8.823896993772806
attack.init.eps,-1.6065568558244507,0.20057704216836234,0.10044569459343936,-1.8034267996297015,-1.4096869120192,0.16473341149372348,0.2442197334481952,0.0,-15.99428290408162,1.4006175435674747e-57,188.863838345263
data.sample.random_state,-0.05814273152102611,0.9435152684561812,0.05209880959424462,-0.1602545219631554,0.04396905892110318,0.8519269272553579,1.0449500225071573,0.0,-1.116008829642226,0.264418355111951,1.9191057670967637
predict_proba_time,-0.884035646569237,0.4131123675771352,0.03755824285377983,-0.9576484498852544,-0.8104228432532197,0.38379433727361145,0.4446700007549077,0.0,-23.537726458900845,1.6768300727455488e-122,404.52949108033664
train_time,-0.0029908349713892173,0.9970136331199725,0.00018386961485111745,-0.0033512127943486586,-0.002630457148429776,0.996654396251796,0.9973729994724796,0.0,-16.266064264130595,1.7185490827472548e-59,195.2125665418581
model.trainer.nb_epoch,-0.0003395111481656594,0.9996605464792223,0.001623422161306914,-0.003521360116031385,0.0028423378197000664,0.99648483260144,1.0028463810917148,0.0,-0.20913300080389474,0.8343444133437435,0.26128505072176167
device_id_nvidia-l4,-0.5073730237544583,0.6020751402601797,0.11196577493100937,-0.7268219101203542,-0.28792413738856226,0.4834429764566541,0.7498184732689287,0.0,-4.531501024014609,5.856605323829324e-06,17.381503894705936
device_id_nvidia-tesla-p100,0.9147604671516727,2.4961772638389177,0.1134260418146716,0.6924495102859822,1.1370714240173632,1.9986051460827092,3.117624781822957,0.0,8.064818735774212,7.334460846529616e-16,50.276158600373634
device_id_nvidia-tesla-v100,-0.22338061819668747,0.7998103689725242,0.11349009383220328,-0.4458171147098772,-0.0009441216834977229,0.6403008629633079,0.9990563238591524,0.0,-1.9682829633303405,0.04903548907230769,4.350029922661671
