param,covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
alpha_,accuracy,-0.13058139066021218,0.8775850628142503,0.018317088015022916,-0.16648222347130737,-0.094680557849117,0.8466378670840061,0.9096634729170158,0.0,-7.128938319951007,1.0114604336318713e-12,39.84669725307696
alpha_,attack.init.eps,0.5169808790944603,1.6769570630666082,0.01488246323070015,0.4878117871610464,0.5461499710278742,1.6287482697865185,1.7265927728276755,0.0,34.73758819897577,2.1340187228514163e-264,875.8954442165351
alpha_,data.sample.random_state,-0.0053925570065159545,0.9946219567285841,0.002180969751400373,-0.009667179170631961,-0.0011179348423999485,0.9903793977957996,0.9988826898139592,0.0,-2.4725501135691874,0.01341529035130402,6.219977910140634
alpha_,dataset_cifar,0.007596787830389598,1.0076257166319833,0.05135345463072262,-0.0930541337275384,0.1082477093883176,0.9111441753305449,1.1143237396538082,0.0,0.14793138816107532,0.8823969165554517,0.18050034529751718
alpha_,dataset_cifar100,0.08999626998488852,1.0941702024262092,0.052048925612183175,-0.01201774964899488,0.19201028961877192,0.9880541750914906,1.211682984656741,0.0,1.7290706566250995,0.08379645011609042,3.5769670617020064
alpha_,dataset_mnist,-0.07610954401805352,0.9267146849487627,0.05194991160789442,-0.17792949976956585,0.025710411733458824,0.8370014302024531,1.0260437752083156,0.0,-1.4650562756008183,0.14290556467621296,2.806865999486042
alpha_,device_id_nvidia-l4,0.17820066392560124,1.1950651036312014,0.051245460251864876,0.0777614074607672,0.2786399203904353,1.080864741639492,1.321331473677957,0.0,3.477394154521548,0.0005063129122362431,10.947683102527368
alpha_,device_id_nvidia-tesla-p100,-0.17242935809214704,0.8416177401947192,0.05079470859065084,-0.27198515753503,-0.0728735586492641,0.7618655689689382,0.9297183774416569,0.0,-3.394632292936985,0.0006872082980594931,10.506964922384771
alpha_,device_id_nvidia-tesla-v100,-0.01966402062499567,0.9805280551740515,0.050989964936551155,-0.11960251547359611,0.08027447422360477,0.887273043940219,1.0835844428608445,0.0,-0.38564491365044856,0.6997596651559134,0.5150685862921617
alpha_,model.trainer.batch_size,-9.75558213824843e-06,0.9999902444654473,1.5940315383391759e-06,-1.2879826543614191e-05,-6.631337732882666e-06,0.999987120256401,0.9999933686842543,0.0,-6.120068457624613,9.353516440318795e-10,29.99377210288209
alpha_,model.trainer.nb_epoch,-0.0004940443830927291,0.9995060776367383,0.0002488349717014583,-0.000981751965721631,-6.33680046382729e-06,0.9990187297950701,0.9999936632196137,0.0,-1.9854298602588012,0.047096666524572034,4.408231239462371
alpha_,predict_proba_time,0.509884705687139,1.6650992074095996,0.009511726181855239,0.491242064939896,0.5285273464343819,1.634344922332246,1.6964322112370132,0.0,53.6059066397228,0.0,inf
alpha_,train_time,0.0007491526398182661,1.0007494333247446,1.898030977433893e-05,0.0007119519162451482,0.000786353363391384,1.0007122054141664,1.0007866626202537,0.0,39.46999014900738,0.0,inf
alpha_,Intercept,-3.028390834053554,0.04839344859380823,0.07422358653080398,-3.1738663904573223,-2.882915277649786,0.04184150914447562,0.05597135272332229,0.0,-40.800922935685996,0.0,inf
beta_,Intercept,1.6136619713786664,5.021164964281218,0.011179174461399283,1.5917511920574339,1.635572750699899,4.9123438579913525,5.132396739188039,0.0,144.34536082700032,0.0,inf
